127.0.0.1 - - [30/Nov/2023:13:45:39 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:07 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 147
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:07 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6035
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:12 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:12 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 147
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:12 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:12 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 147
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:13 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:13 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 147
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:13 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6035
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:14 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:14 +0900] "POST /MySNS/jsp/userGet.jsp HTTP/1.1" 200 174
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:15 +0900] "POST /MySNS/jsp/logout.jsp HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:23 +0900] "POST /MySNS/jsp/login.jsp?id=kiin@riot.com&ps=111 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:23 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:23 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:23 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:23 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:24 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 2192
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:26 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:26 +0900] "POST /MySNS/jsp/feedView.jsp HTTP/1.1" 200 387
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:28 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:28 +0900] "POST /MySNS/jsp/feedView.jsp HTTP/1.1" 200 1439
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:30 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:35 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:35 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:36 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:48 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:48 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:48 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:48 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:49 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 2192
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:50 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:52 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:59 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:12:59 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:00 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3579
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:00 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:00 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:00 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:01 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 2192
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:02 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:10 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:10 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:10 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:10 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:11 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:11 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:11 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:12 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 2192
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:21 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:44 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:44 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:45 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:45 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:46 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:46 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:46 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:46 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:48 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 2192
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:49 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:54 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:54 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:54 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:54 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:55 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:55 +0900] "POST /MySNS/jsp/userGet.jsp HTTP/1.1" 200 163
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:13:56 +0900] "POST /MySNS/jsp/logout.jsp HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:00 +0900] "GET /MySNS/signup.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:15 +0900] "POST /MySNS/jsp/signup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:16 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:16 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:16 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:16 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:18 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:18 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:18 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:18 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:19 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:19 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1189
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:19 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:19 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1189
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:21 +0900] "POST /MySNS/jsp/friendAdd.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:22 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1189
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:22 +0900] "GET /MySNS/friendAdd.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:22 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:22 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1189
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:24 +0900] "POST /MySNS/jsp/friendAdd.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:24 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1189
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:24 +0900] "GET /MySNS/friendAdd.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:24 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:24 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1189
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:26 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:26 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:26 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 336
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:26 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6090
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:27 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 5024
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:33 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:33 +0900] "POST /MySNS/jsp/feedView.jsp HTTP/1.1" 200 3218
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:36 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:36 +0900] "POST /MySNS/jsp/userGet.jsp HTTP/1.1" 200 72
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:38 +0900] "GET /MySNS/withdraw.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:38 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:46 +0900] "POST /MySNS/jsp/withdraw.jsp?id=kim@abc.com HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:14:59 +0900] "POST /MySNS/jsp/login.jsp?id=kim@abc.com&ps=111 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:13 +0900] "POST /MySNS/jsp/login.jsp?id=noah@abc.com&ps=111 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:13 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:13 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:13 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 147
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:13 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6035
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:14 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:14 +0900] "POST /MySNS/jsp/userGet.jsp HTTP/1.1" 200 174
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:15 +0900] "POST /MySNS/jsp/logout.jsp HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:23 +0900] "POST /MySNS/jsp/login.jsp?id=noah@abc.com&ps=111 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:23 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:23 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 147
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:23 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6035
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:24 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:24 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 147
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:25 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:25 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1119
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:27 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:27 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 147
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:27 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:27 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:27 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 147
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:27 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6035
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:29 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 3220
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:30 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:31 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:31 +0900] "POST /MySNS/jsp/userGet.jsp HTTP/1.1" 200 174
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:15:35 +0900] "POST /MySNS/jsp/logout.jsp HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:15 +0900] "POST /MySNS/jsp/login.jsp?id=kiin@riot.com&ps=111 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:15 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3578
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:15 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:15 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:15 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:15 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:17 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 2192
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:18 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:18 +0900] "POST /MySNS/jsp/feedView.jsp HTTP/1.1" 200 1439
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:20 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:22 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:22 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:22 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:22:23 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:25 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:25 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:26 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:26 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:26 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:26 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:27 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:27 +0900] "POST /MySNS/jsp/userGet.jsp HTTP/1.1" 200 163
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:29 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:29 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:29 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:40 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 2192
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:42 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:43 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:44 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:44 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:44 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:46 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3579
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:46 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:46 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:46 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:46 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:46 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:46 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:46 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:46 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:47 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 2192
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:48 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:53 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:57 +0900] "POST /MySNS/jsp/feedAdd.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:58 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:58 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:58 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:23:58 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 692
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:00 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 2023
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:01 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1061
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:02 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 371
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:08 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:14 +0900] "POST /MySNS/jsp/feedAdd.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:15 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:15 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:15 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:15 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 680
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:16 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1880
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:17 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 1135
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:18 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 663
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:24 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
